accuracy,epoch,step,train_loss,val_loss
,0,49,2.4518656730651855,
,0,99,1.8706400394439697,
,0,149,1.7518911361694336,
,0,199,1.7749457359313965,
,0,249,1.7284584045410156,
,0,299,1.5148402452468872,
,0,349,1.88723623752594,
,0,399,1.8769781589508057,
,0,449,1.3275748491287231,
,0,499,1.6337817907333374,
,0,549,1.275496482849121,
,0,599,1.2540291547775269,
,0,649,1.360779881477356,
,0,699,1.5402055978775024,
,0,749,1.2879276275634766,
,0,799,1.509568452835083,
,0,849,1.1895074844360352,
,0,899,1.5611854791641235,
,0,949,1.554885983467102,
,0,999,1.4220221042633057,
,0,1049,1.1967146396636963,
,0,1099,1.2896467447280884,
,0,1149,1.413076639175415,
,0,1199,1.163813591003418,
,0,1249,1.7925293445587158,
,0,1299,1.1508766412734985,
,0,1349,0.9800873398780823,
,0,1399,1.2127310037612915,
,0,1449,1.1493079662322998,
,0,1499,1.217373013496399,
,0,1549,1.4236571788787842,
0.6064000129699707,0,1562,,1.117310643196106
,1,1599,0.8878982663154602,
,1,1649,1.359084963798523,
,1,1699,0.9914870262145996,
,1,1749,1.0260295867919922,
,1,1799,1.088932752609253,
,1,1849,1.0778911113739014,
,1,1899,1.2141774892807007,
,1,1949,1.0464426279067993,
,1,1999,1.1797535419464111,
,1,2049,0.7938826680183411,
,1,2099,0.9860162138938904,
,1,2149,0.9880755543708801,
,1,2199,1.2457313537597656,
,1,2249,1.0813124179840088,
,1,2299,1.3369289636611938,
,1,2349,1.1589781045913696,
,1,2399,1.247060775756836,
,1,2449,1.1332743167877197,
,1,2499,1.048291802406311,
,1,2549,1.1627260446548462,
,1,2599,0.8950291275978088,
,1,2649,1.2154252529144287,
,1,2699,0.9960424304008484,
,1,2749,1.1146879196166992,
,1,2799,1.0980275869369507,
,1,2849,1.0733729600906372,
,1,2899,0.9469408392906189,
,1,2949,0.8308013081550598,
,1,2999,0.8064382672309875,
,1,3049,0.7989751100540161,
,1,3099,0.844429075717926,
0.6906999945640564,1,3125,,0.8887636661529541
